store_id,name,url,address,latitude,longitude,banner,click_and_collect,delivery
be37802e-1355-466e-9a1b-1ede5a099705,New World Hastings,/lower-north-island/gisborne-and-hawkes-bay/hastings-city,"400 Heretaunga Street East, Hastings, 4122",-39.644715,176.847154,MNW,True,True
d999418f-c2ca-4748-b56b-15ee82c6e85e,New World Havelock North,/lower-north-island/gisborne-and-hawkes-bay/havelock-north,"34 Havelock Road, Havelock North, 4130",-39.668128,176.875873,MNW,True,True
177c82e0-7343-434c-8b98-9c20e72561c2,New World Hillcrest,/upper-north-island/waikato/hillcrest,"280 Cambridge Road, Hillcrest, Hamilton, 3216",-37.801952,175.322549,MNW,True,True
403b1c6f-121c-4945-8aa8-fa53a7e59133,New World Hobsonville,/upper-north-island/auckland/hobsonville,"120 Hobsonville Road, Hobsonville, Auckland, 0618",-36.79915,174.64505,MNW,True,True
2de22d8e-54d4-4575-be10-0d783324ec75,New World Hokitika,/south-island/west-coast/hokitika,"116 Revell Street, Hokitika, Hokitika, 7810",-42.7161,170.9638,MNW,True,True
cb3f240a-a157-490c-9e80-f537d202ef49,New World Howick,/upper-north-island/auckland/howick,"77 Union Road, Howick, Auckland, 2014",-36.903857,174.925067,MNW,True,True
745d0bda-4b4f-4e4c-ab1f-6d77512f92f4,New World Hutt City,/lower-north-island/wellington/hutt-city,"Bloomfield Terrace, Lower Hutt, 5010",-41.209025,174.90804,MNW,True,True
c6abac35-b75f-4a02-9b43-7ad5a7c7aa37,New World Ilam,/south-island/canterbury/ilam,"47C/57C Peer Street, Upper Riccarton, Christchurch, 8041",-43.5260484333,172.5699320333,MNW,True,True
ad3ea12c-d9c1-4640-908c-feb9d3c79c11,New World Inglewood,/lower-north-island/taranaki-and-whanganui/inglewood,"46 Matai Street, Inglewood, 4330",-39.158214,174.20708,MNW,True,True
d4408e0f-5268-42c2-ba76-2bc9732d4316,New World Island Bay,/lower-north-island/wellington/island-bay,"6 Medway Street, Island Bay, Wellington, 6023",-41.334534,174.772497,MNW,True,True
e197b67e-2cf9-4bae-bae5-5b8ffdccfa87,New World Kaiapoi,/south-island/canterbury/kaiapoi,"52 Charles Street, Kaiapoi, Kaiapoi, 7630",-43.3823,172.6596,MNW,True,True
6b9af900-3f25-4fdb-8418-b43a596aee48,New World Kaikohe,/upper-north-island/northland/kaikohe,"14 Marino Place, Kaikohe, 0405",-35.408951,173.801012,MNW,True,True
8e5b742c-0957-4b97-b9e2-290d75c02046,New World Kaikoura,/south-island/nelson-city-and-marlborough/kaikoura,"124 Beach Road, Kaikoura, Kaikoura, 7300",-42.3877,173.6804,MNW,True,True
f54433e6-5c6c-41b9-a5e2-d7502f454da8,New World Kapiti,/lower-north-island/wellington/kapiti,"159 Kapiti Road, Paraparaumu, 5032",-40.905625,174.994131,MNW,True,True
7daec5c2-789a-4577-ba1f-39e730acdd27,New World Karori,/lower-north-island/wellington/karori,"236 Karori Road, Karori, Wellington, 6012",-41.284257,174.738052,MNW,True,True
f145f120-ba19-4524-9fc5-e8caf516e209,New World Kawerau,/upper-north-island/bay-of-plenty/kawerau,"Tarawera Court, Kawerau, 3127",-38.085853,176.700944,MNW,True,True
d48eba45-0c1c-4f5d-b836-0ed54b45c99c,New World Kerikeri,/upper-north-island/northland/kerikeri,"99 Kerikeri Road, Kerikeri, 0230",-35.2267,173.951368,MNW,True,True
420eff4b-5266-4667-8943-a21caf4b1b03,New World Khandallah,/lower-north-island/wellington/khandallah,"26 Ganges Road, Khandallah, Wellington, 6035",-41.247527,174.791469,MNW,True,True
686c8e35-aa87-40e9-b46e-8ffbad4713aa,New World Kumeu,/upper-north-island/auckland/kumeu,"108-110 Main Road, Kumeu, Auckland, 0810",-36.774933,174.553672,MNW,True,True
c78b7034-7f10-480a-b502-2e5c4066a790,New World Levin,/lower-north-island/manawatu-and-wairarapa/levin,"21 Bath Street, Levin, 5510",-40.623065,175.282791,MNW,True,True
bfe3a4ae-2f6d-46ed-ba60-28451a4807bf,New World Lincoln,/south-island/canterbury/lincoln,"77 Gerald Street, Lincoln, Lincoln, 7608",-43.642,172.4739,MNW,True,True
f0c21eab-1919-4cba-ac00-5b795947cdcb,New World Long Bay,/upper-north-island/auckland/long-bay,"55B Glenvar Ridge Road, Long Bay, Auckland, 0630",-36.684964,174.73973,MNW,True,True
6739e54f-ffab-47b9-9fe1-899d91a7ad78,New World Mangawhai,/upper-north-island/northland/mangawhai,"83 Molesworth Drive, Mangawhai, 0505",-36.1124401,174.572448,MNW,True,True
e2852742-1bb5-42a5-8635-4c4e7c7cb758,New World Marton,/lower-north-island/manawatu-and-wairarapa/marton,"427 Wellington Road, Marton, 4710",-40.07666,175.379646,MNW,True,True
1fa53d02-1ed5-4dd5-b0ac-fd280425c19a,New World Masterton,/lower-north-island/manawatu-and-wairarapa/masterton,"11 Bruce Street, Masterton, 5810",-40.948688,175.665517,MNW,True,True
524d7a29-550c-4d14-8f89-ec334a60cd6d,New World Matamata,/upper-north-island/waikato/matamata,"45 Waharoa East Road, Matamata, 3400",-37.803437,175.769835,MNW,True,True
04de234b-9f3e-4388-9662-7a4c8d7180c8,New World Merrilands,/lower-north-island/taranaki-and-whanganui/merrilands,"200 Mangorei Road, Merrilands, New Plymouth, 4312",-39.06659,174.102988,MNW,True,True
60928d93-06fa-4d8f-92a6-8c359e7e846d,New World Metro Auckland,,"125 Queen Street, Auckland Central, Auckland, 1010",-36.846405,174.765935,MNW,True,True
38b074c4-0e5a-4bd5-b743-d30f28d94982,New World Metro Willis St,,"68- 70 Willis Street, Wellington Central, Wellington, 6011",-41.287948,174.775268,MNW,True,True
